Lewis and Clark College, Private, OR, Planning for in-person, Planning for in-person fall classes, https://college.lclark.edu/live/news/43420-fall-semester-academic-plans-for-the-college-of
Life Pacific University, Private, CA, Planning for in-person, planning for in-person, https://www.lifepacific.edu/article/life-pacific-university-commits-open-university-safely-fall
Lindenwood University, Private, MO, Planning for in-person, isn’t offering seated classes until at least August 9, https://www.lindenwood.edu/student-life/health-wellness/coronavirus/
Lipscomb, Private, TN, Planning for in-person, planning on being open for fall semester, https://www.lipscomb.edu/news/lipscomb-university-announces-intentions-return-campus-classes-fall
Longwood University, Public, VA, Planning for in-person, exploring how it can “safely reopen for in-person learning in the upcoming fall semester”, http://www.longwood.edu/news/2020/longwood-announces-leadership-team/
Los Angeles Community College District, Public, CA, Planning for online, planning for online, http://www.laccd.edu/Documents/NewsDocuments/Chancellors%20Updated%20Message%2 0to%20LACCD%20Community.pdf
Louisiana College, Private, LA, Planning for in-person, plans to have on-campus fall classes, https://www.lacollege.edu/news/lc-campus-opens-for-fall-semester/
Loyola Marymount University, Private, CA, Planning for in-person, planning for an in-person fall semester, https://www.lmu.edu/coronavirus/communitymessages/messagefromtheprovosttostudentsinformationaboutfallsemester2020/
Loyola University Chicago, Private, IL, Considering a range of scenarios, planning a range of scenarios, https://www.luc.edu/coronavirus/#recent_changes
Loyola University Maryland, Private, MD, Planning for in-person, expects to reopen campus in the fall, https://thegreyhound.org/site/2020/04/29/planning-for-reopening-begins-at-loyola/
Lubbock Christian University, Private, TX, Planning for in-person, planning for in-person fall classes, https://lcu.edu/resources/health-and-safety/medical-clinic/coronavirus/
Macalester College, Private, MN, Planning for in-person, Our strong preference is to complete two full semesters of on-campus instruction  but academic calendar may be tweaked and — only if necessary — instruction could be online, https://www.macalester.edu/news/2020/04/planning-for-fall-2020/
Manhattan College, Private, NY, Planning for in-person, plans to open in the fall, https://manhattan.edu/coronavirus-updates/coronavirus-faq.php
Manhattanville College, Private, NY, Planning for in-person, planning to be back on campus for in-person instruction, https://www.mville.edu/content/covid-19-information-manhattanville-community
Marietta College, Private, OH, Planning for in-person, planning for in-person, https://www.marietta.edu/article/preparing-for-fall-semester
Marquette University, Private, WI, Planning for in-person, “will resume campus operations this fall if governmental and medical authorities say it is safe to do so, https://today.marquette.edu/2020/04/covid-19-update-campus-operations-this-fall-and-new-commencement-date/
Marshall University, Public, WV, Planning for in-person, The university has begun tentative plans to have in-person classes for the fall 2020 semester., https://www.marshall.edu/ucomm/2020/04/27/university-making-tentative-plans-to-offer-on-campus-classes-for-fall-semester/
Mary Baldwin University, Private, VA, Planning for in-person, intends to reopen campus, https://marybaldwin.edu/news/2020/05/06/mary-baldwin-university-announces-intent-open-residential-campus-fall-20/
Marymount Manhattan College, Private, NY, Planning for in-person, plans , https://www.mmm.edu/offices/dow-zanghi-health-center/updates-regarding-coronavirus-covid-19/
Marymount University, Private, VA, Planning for in-person, planning for in-person fall classes, https://www.marymount.edu/Home/News-Events/News?newsId=589
Maryville College, Private, TN, Planning for in-person, “cautiously optimistic” about in-person fall classes, https://www.maryvillecollege.edu/news/2020/3096/mc-39-cautiously-optimistic-39-for-in-person-instruction-this-fall/
Massachusetts Institute of Technology, Private, MA, Waiting to decide, no firm deadline  but hopes for a decision in late late June or early July, https://covid.mit.edu/updates/may-5-town-hall-faq
McMurry University, Private, TX, Planning for in-person, beginning a five-phase plan to fully reopen the campus for fall 2020 with face-to-face classes, https://news.mcm.edu/2020/04/McMurry%20University%20Returns%20To%20Face-to-Face%20Classes.html#.XrnFMBNKhmB
Menlo College, Private, CA, Planning for in-person, planning for in-person with a later start date, https://docs.google.com/document/d/e/2PACX-1vRNO3wQWi8C66GKeK1bJWFcVC73O-ZPevywKWj3cVysjpll_Reywjj9Gowh9jVdIovBPIEbtT70KZw0/pub
Merrimack College, Private, MA, Planning for in-person, planning to be residential and open in the fall, https://www.merrimack.edu/health-alerts/april-19-coronavirus-update/index.php
Miami University, Public, OH, Planning for in-person, committed to on-campus instruction in the fall  but planning for alternatives, https://www.miamioh.edu/news/top-stories/2020/04/crawford-community-update.html
Michigan State University, Public, MI, Considering a range of scenarios, planning a range of scenarios, https://president.msu.edu/communications/messages-statements/2020_statements/2020_04_24_reopening_task_force.html
Middle Tennessee State University, Public, TN, Planning for in-person, plans to have on-campus classes in the fall , https://mtsu.edu/coronavirus/archive/post/117/april-30-campus-update-from-president-mcphee
Midwestern State University, Public, TX, Planning for in-person, intends to be “fully operational this fall for in-person instruction”, https://msutexas.edu/coronavirus/index.php
Middlebury College, Private, VT, Planning for in-person, “We are working toward a safe and secure opening of our campus for the fall semester ” with a plan to be announced by June 22., https://www.middlebury.edu/office/announcements/previous-announcements/april-30-2020-letter-president-patton-scenario-planning
Midlands University, Private, NE, Planning for in-person, planning to resume in-person classes in the fall, https://www.midlandu.edu/midland-university-plans-person-classes-fall
Millikin University, Private, IL, Planning for in-person, planning for in-person, https://millikin.edu/covid19update/05-13-2020
Millsaps College, Private, MS, Planning for in-person, planning for in-person, http://www.millsaps.edu/coronavirus/may-4-campus-update.php
Milwaukee School of Engineering, Private, WI, Planning for in-person, planning to reopen in the fall, https://www.msoe.edu/raider-return/
Mississippi State University, Public, MS, Planning for in-person, planning for in-person, https://www.msstate.edu/newsroom/article/2020/05/msu-plans-person-classroom-instruction-fall-2020-semester
Missouri State University, Public, MO, Planning for in-person, planning for an in-person fall semester, https://blogs.missouristate.edu/president/2020/05/05/clifs-notes-for-may-5-2020/?utm_source=feed&utm_medium=feed&utm_campaign=feed
Missouri University of Science and Technology, Public, MO, Planning for in-person, planning for in-person fall classes, https://news.mst.edu/2020/05/missouri-st-plans-to-resume-in-person-classes-this-fall/
Montana State University, Public, MT, Planning for in-person, planning for the return of students in the fall  subject to guidance from a task force, https://mus.edu/coronavirus/healthy-fall2020-taskforce.html
Morningside College, Private, IA, Planning for in-person,  plans to be open for fall semester, https://www.morningside.edu/news/from-president-reynders-when-fall-semester-arrives-morningside-will-be-open-ready/
Mount Holyoke, Private, MA, Proposing a hybrid model, reportedly planning hybrid classes, https://www.mtholyoke.edu/health/coronavirus
Mount Union University, Private, OH, Planning for in-person, hopes to resume face-to-face classes in the fall  but planning for alternatives, https://www.mountunion.edu/covid-19
Mount St. Mary's University, Private, MD, Planning for in-person, plans to resume face-to-face instruction and on-campus classes, https://news.msmary.edu/2020/05/mount-st-marys-to-resume-on-campus-classes-for-fall-2020.html
New College of Florida, Public, FL, Considering a range of scenarios, considering a range of scenarios, https://www.ncf.edu/emergency-management/campuswide-alerts/
New Jersey Institute of Technology, Public, NJ, Planning for in-person, planning for in-person classes, https://www.njit.edu/update-provost-deek-pandemic-recovery-plan
New Mexico State University, Public, NM, Proposing a hybrid model, plans to return to an adapted model of face-to-face  supplemented with hybrid and online instruction, https://nmsu.edu/coronavirus/#communications
New York University, Private, NY, Planning for in-person, “proceeding on the basis that it will resume in-person operations” in the fall, https://www.nyu.edu/about/leadership-university-administration/office-of-the-president/communications/taking-stock-the-impact-of-covid-19-and-looking-to-the-future.html
Nicholls State University, Public, LA, Planning for in-person, “In the fall we’re back on our campus.”, https://www.nicholls.edu/2020/04/17/fall-semester-outlook/
North Carolina Central University, Public, NC, Planning for in-person, planning for in-person, https://www.nccu.edu/news/message-chancellor-campus-updates-and-fall-2020-preparations
North Carolina State University, Public, NC, Planning for in-person, We fully expect to have our new and continuing students on campus for the fall semester., https://www.ncsu.edu/coronavirus/preparing-for-what-lies-ahead/
North Dakota University system, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
North Dakota State University, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
University of North Dakota, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
Dickinson State University, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
Mayville State University, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
Minot State University, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
Valley City State University, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
Bismarck State College, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
Lake Region State College, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
Dakota College at Bottineau, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
North Dakota State College of Science, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
Williston State College, Public, ND, Planning for in-person, intends to have students back in the fall on its 11 campuses  including North Dakota State University and the University of North Dakota, https://www.inforum.com/news/education/6465252-North-Dakota-University-System-intends-to-have-students-back-on-campus-this-fall
Northeastern University, Private, MA, Planning for in-person, intends to reopen campuses in the fall, https://news.northeastern.edu/coronavirus/university-messages/our-path-forward/?fbclid=IwAR1FmmFhINnFYwSRBv26i0T2zpE8lJai5fvOEMd2zl0VPuQJufIfB_9wOpQ
Northern Arizona University, Public, AZ, Planning for in-person, planning for on-campus fall classes, https://nau.edu/coronavirus/
Northern Illinois University, Public, IL, Waiting to decide, hopes to announce fall plans within the next two months, https://www.niu.edu/updates/messaging/4-23-20-covid-extension-from-president.html
Northern Michigan University, Public, MI, Planning for in-person, planning for a return to face-to-face instruction, https://news.nmu.edu/node/930
Northwest Missouri State University, Public, MO, Planning for in-person, planning to resume on-campus instruction in the fall, https://www.nwmissouri.edu/media/news/2020/05/05fallclasses.htm
Northwestern College, Private, IA, Planning for in-person, planning for in-person, https://www.nwciowa.edu/wellness/coronavirus/FAQs
Norwich University, Private, VT, Planning for in-person, intends to be open in the fall, https://www.norwich.edu/news/psa
Nova Southeastern University, Private, FL, Planning for in-person, will resume in-person classes in the fall, https://www.nova.edu/coronavirus/index.html
Oakland University, Public, MI, Proposing a hybrid model, planning for a hybrid approach that includes both face-to-face and remote instruction in the fall, https://www.bridgemi.com/talent-education/first-michigan-college-unveils-fall-plan-masks-tests-some-campus-classes
Oberlin College, Private, OH, Planning for in-person, planning on-campus fall classes with varying start dates, https://www.oberlin.edu/campus-resources/bulletins/update-fall-opening
Ohio Northern University, Private, OH, Planning for in-person, plans to resume in-person classes, https://www.onu.edu/news/onu-resume-person-education-fall
Ohio State University, Public, OH, Considering a range of scenarios, leaning toward in-person classes  with a final decision by late June, https://www.thelantern.com/2020/04/president-drake-says-on-campus-transition-could-begin-in-coming-weeks/
Ohio University, Public, OH, Planning for in-person, intends to reopen campus in the fall , https://www.ohio.edu/news/2020/05/ohio-university-prepares-open-campuses-fall
Oklahoma State University, Public, OK, Planning for in-person, planning on resuming in-person classes in the fall, https://go.okstate.edu/coronavirus/
Old Dominion University, Public, VA, Planning for in-person, plans to reopen campus in the fall, https://www.odu.edu/emergency/news/2020/2/novel_coronavirus_co/update-31
Oregon State University, Public, OR, Planning for in-person, planning for in-person, https://covid.oregonstate.edu/
Otterbein University, Private, OH, Planning for in-person, Planning to open campus in the fall, https://www.otterbein.edu/news/otterbein-university-will-open-campus-for-fall-semester/
Pace University, Private, NY, Planning for in-person, It is our hope and intention to resume our regular schedule of face-to-face classes across all three of our campuses for fall 2020  the provost wrote. But ultimately that decision will not be ours to make., https://myemail.constantcontact.com/Memo-to-Students--Updates-for-Spring-Semester--Summer-Courses--and-Fall-Planning.html?soid=1103481471610&aid=PmPwvZPaFIM
Pacific Lutheran University, Private, WA, Planning for in-person, plans to return to in-person instruction in the fall, https://www.plu.edu/marcom/news/2020/04/29/whats-happening-this-fall/
Pacific Northwest College of Art, Private, OR, Planning for in-person, planning for in-person, https://vimeo.com/413815925
Pacific School of Religion, Private, CA, Proposing a hybrid model, proposing a hybrid model, https://psr.edu/latest-updates-from-the-president/
Pacific University, Private, OR, Planning for in-person, “We plan to launch our fall terms on campus  with appropriate adjustments.”, https://www.pacificu.edu/about/media/pacific-prepares-fall-2020
Palomar College, Public, CA, Proposing a hybrid model, planning a hybrid model, https://www2.palomar.edu/pages/covid19/majority-of-fall-semester-courses-will-be-online/
Pennsylvania State University, Public, PA, Waiting to decide, expects updates on fall semester by June 15, https://news.psu.edu/story/617879/2020/04/29/administration/penn-state-coronavirus-task-groups-continue-future-focused
Portland Community College, Public, OR, Planning for online, all fall classes will be taught online, https://www.pcc.edu/coronavirus/
Portland State University, Public, OR, Waiting to decide, waiting to decide  with recommendations coming by May 22, https://www.pdx.edu/coronavirus-response
Quincy University, Private, IL, Planning for in-person, planning for in-person, https://wgem.com/2020/05/13/quincy-university-plans-to-have-face-to-face-classes-this-fall/
Princeton University, Private, NJ, Waiting to decide, decision expected in early July  asked faculty to assume classes will be online when planning, https://www.princeton.edu/news/2020/05/04/president-eisgruber-writes-princeton-community-about-state-university-and-planning
Purdue University, Public, IN, Planning for in-person, planning to start fall semester in person if testing and contact tracing allows, https://www.purdue.edu/president/messages/campus-community/2020/2004-fall-message.php?_ga=2.109533381.1134557030.1587428196-1139376489.1587428196
Radford University, Public, VA, Planning for in-person, will reopen on August 3  with face-to-face instruction beginning on August 24, https://www.radford.edu/content/radfordcore/home/coronavirus/updates/fall-reopening.html
Randolph College, Private, VA, Planning for in-person, planning to resume on-campus  residential operations, https://www.randolphcollege.edu/covid19/
Reed College, Private, OR, Waiting to decide, will announce fall plans by June 30, https://www.reed.edu/coronavirus/communications/may-1-2020-plans-for-reeds-fall-semester.html
Regis University, Private, CO, Planning for in-person, planning on starting and ending fall semester early, https://www.regis.edu/news/2020/05/fall-semester-to-start-early
Reformed Theological Seminary, Private, Multiple, Planning for in-person, expects to be in-person, https://rts.edu/news/news-institutional/rts-announces-plans-for-fall-2020-classes/
Rensselaer Polytechnic Institute, Private, NY, Waiting to decide, waiting to decide, https://covid19.rpi.edu/announcements/hands-experiences
Rhodes College, Private, TN, Waiting to decide, will share plans by May 27, https://t.e2ma.net/message/b27m7b/f9nntxb
Rice University, Private, TX, Proposing a hybrid model, planning a shortened semester with a hybrid approach, https://www.ricethresher.org/article/2020/05/leebron-announces-plan-for-fall-semester
Roanoke College, Private, VA, Planning for in-person, plans to resume in-person instruction, https://www.roanoke.edu/about/news/maxey_message_fall_2020
Rochester Institute of Technology, Private, NY, Planning for in-person, “optimistic” about being open for fall, https://www.rit.edu/news/eyes-fall-time-creativity
Rockhurst University, Private, MO, Planning for in-person, planning a traditional start to fall semester/, https://twitter.com/RockhurstU/status/1255932257950486528
Roger Williams University, Private, RI, Planning for in-person, planning for in-person, https://pbn.com/rwu-working-on-protocols-to-reopen-campus-in-the-fall/
Rollins College, Private, FL, Planning for in-person, expects fall programs to be “running normally”, https://emergency.rollins.edu/covid19/
Rutgers University, Public, NJ, Considering a range of scenarios, operating remotely, https://nbchancellor.rutgers.edu/status
Sacred Heart University, Private, CT, Planning for in-person, planning for in-person, https://www.sacredheart.edu/offices--departments-directory/health-services/coronavirus/
Sarah Lawrence College, Private, NY, Considering a range of scenarios, plans to begin fall semester as scheduled  while exploring a number of scenarios for accomplishing that , https://www.sarahlawrence.edu/status/covid/#accordion-2-1-1-4
Saint Francis University, Private, PA, Planning for in-person, intends to return students to campus in the fall, https://www.francis.edu/coronavirus-updates/
Saint Leo University, Private, FL, Waiting to decide, will decide in the summer, saintleo.edu/coronavirus
Saint Mary's College, Private, IN, Planning for in-person, plans to reopen in the fall, https://www.saintmarys.edu/emergency-info
Samford University, Private, AL, Planning for in-person, href=https://www.samford.edu/news/2020/04/Samford-Announces-Plans--Fall-2020>plans to resume on-campus classes and reopen residence halls for the fall 2020 semester, 
San Jose State University, Public, CA, Proposing a hybrid model, planning to offer online and hybrid courses, https://www.mercurynews.com/2020/04/22/sjsu-cal-state-east-bay-considering-hybrid-of-online-and-in-person-classes-for-fall/
Santa Monica College, Private, CA, Planning for in-person, will hold fall classes online, http://www.smc.edu/ACG/Superintendent-President/Message/Pages/Fall-2020-Update-Watch-We-Miss-You.aspx
Santa Rosa Junior College, Public, CA, Planning for online, will continue remote instruction through the fall semester, https://www.santarosa.edu/
Schreiner University, Private, TX, Planning for in-person, planning for in-person fall classes, https://schreiner.edu/news-schreiner-university-announces-plans-for-fall-2020/
Seattle University, Private, WA, Planning for in-person, intends to reopen campus in the fall, https://www.seattleu.edu/newsroom/stories/seattle-university-intends-to-re-open-for-fall-quarter.html
Seton Hall University, Private, NJ, Planning for in-person, “We have a team in place finalizing plans for our collective return to campus in the fall ” but contingency plans are being made “to ensure we are prepared should the science or government guidance delay a return or require modified approaches.”, https://www.shu.edu/health-intervention-communication/coronavirus-campus-communications.cfm#april27
Shenandoah University, Private, VA, Waiting to decide, plans to make a decision by around July 1, https://www.virginiabusiness.com/article/fall-semester-on-the-minds-of-virginias-colleges-and-universities/
Siena Heights University, Private, MI, Planning for in-person, plan, https://sienaheights.edu/Siena-Heights-News/ArtMID/2940/ArticleID/710/Siena-Heights-University-Fall-2020-Opening-Statement
Sierra College, Public, CA, Planning for online, announced via Twitter that classes will be remote, https://twitter.com/SierraCollege/status/1254807916701298688
Simmons University, Private, MA, Proposing a hybrid model, planning a hybrid model , https://www.simmons.edu/news/simmons-university-announces-comprehensive-online-undergraduate-experience
Simpson College, Private, IA, Planning for in-person, intends to have in-person fall classes, https://simpson.edu/covid19
Simpson University, Private, CA, Planning for in-person, planning for in-person, https://simpsonunews.com/2020/05/05/simpson-university-announces-intention-to-reopen-campus-in-fall-20/
South Dakota School of Mines and Technology, Public, SD, Planning for in-person, will resume on-campus instruction in the fall, https://www.usd.edu/news/2020/usd-prepares-for-fall-semester-launch
Southeastern Oklahoma State University, Public, OK, Planning for in-person, intends to return to in-person instruction in the fall, https://www.se.edu/2020/05/new-southeastern-president-begins-duties-will-form-task-force-to-plan-for-return-to-regular-classes-in-the-fall/
Southern Methodist University, Private, TX, Planning for in-person, plans to reopen campus in the fall, https://blog.smu.edu/coronavirus-covid-19/2020/04/30/we-intend-to-be-open-in-fall-2020/
Southern New Hampshire University, Private, NH, Planning for in-person, planning to allow students to move into dorms  and is offering full tuition scholarships to incoming freshmen, https://www.snhu.edu/about-us/newsroom/2020/04/full-tuition-scholarships-for-incoming-freshmen
Southern Utah University, Public, UT, Planning for in-person, intends to resume in-person classes in the fall, https://www.deseret.com/utah/2020/4/24/21234793/covid-19-reopen-public-colleges-universities-fall
Southwest Baptist University, Private, MO, Planning for in-person, planning for in-person, https://bolivarmonews.com/free/let-there-be-life/article_11d6e50e-91a1-11ea-b50e-d34ba7f9a711.html
Southwestern Baptist Theological Seminary, Private, TX, Planning for in-person, planning to have on-campus instruction, https://swbts.edu/news/releases/southwestern-seminary-announces-plans-resume-campus-instruction-fall/
Southwestern Oklahoma State University, Public, OK, Planning for in-person, Intends to resume in-person classes in the fall, https://www.swosu.edu/news/releases/2020/2020-05-04b.aspx
St. John Fisher College, Private, NY, Planning for in-person, planning to reopen in the fall, https://www.wxxinews.org/post/rochester-area-colleges-begin-planning-fall-reopening?fbclid=IwAR3avK0DvFMs9nSax-gIGeCeGEA14H5lEgJVYCBxJPuBd30lqJCSo8WGVTE
St. Louis University, Private, MO, Planning for in-person, planning a gradual reopening, https://www.ksdk.com/article/news/education/saint-louis-university-plan-fall-semester/63-7ef4d9d7-1048-42fb-8aeb-56b3c499f266
St. Mary’s College of California, Private, CA, Planning for in-person, “We are planning to welcome students back to campus and conduct in-person courses this fall.”, https://www.stmarys-ca.edu/public-safety-transportation/message-to-faculty-staff-students-about-fall-2020
St. Michael's College, Private, VT, Planning for in-person, planning for in-person, https://www.smcvt.edu/student-life/health-and-safety/bergeron-wellness-center/health-alert-coronavirus-covid-19/
St. Olaf College, Private, MN, Considering a range of scenarios, considering a range of scenarios, https://www.stolaf.edu/multimedia/play/?p=907
Stanford University, Private, CA, Waiting to decide, expects to make a decision in May  but might delay fall quarter till winter, https://www.stanforddaily.com/2020/04/16/next-academic-year-could-start-in-winter-provost-says/
Stephen F. Austin State University, Public, TX, Waiting to decide, will announce plans for fall by the end of June, http://www.sfasu.edu/life-at-sfa/health-safety/health-clinic/coronavirus/messages/20200423-campus-letter
Stetson University, Private, FL, Planning for in-person, planning for in-person classes but will make a decision by mid to late June, https://www.stetson.edu/other/covid-19/index.php
Stevens Institute of Technology, Private, NJ, Considering a range of scenarios, planning a variety of scenarios, https://www.stevens.edu/directory/student-health-services/health-advisory-update/coronavirus-2019-covid-19-information/advisories-updates/april-2020#042920a
Stockton University, Public, NJ, Waiting to decide, expects a final decision by mid-July, https://stockton.edu/emergency-management/coronavirus.html
Stony Brook University, Public, NY, Waiting to decide, expects a decision by June 30, https://www.stonybrook.edu/commcms/coronavirus/
Swarthmore College, Private, PA, Waiting to decide, anticipates being able to share plans by June 1, https://www.swarthmore.edu/coronavirus-disease-2019-covid-19-information/planning-academic-continuity
Sweet Briar College, Private, VA, Planning for in-person, plans to resume in-person instruction in the fall, https://sbc.edu/campus-safety/covid-19/
Syracuse University, Private, NY, Considering a range of scenarios, developing “multiple fall opening scenarios” with the “hope and intention that we will be welcoming students back to campus”, https://news.syr.edu/blog/2020/04/16/our-plan-for-fall-2020/
Tarleton State University, Public, TX, Planning for in-person, planning for face-to-face instruction in the fall, https://www.tarleton.edu/coronavirus/
Taylor University, Private, IN, Planning for in-person, planning for in-person, https://www.facebook.com/watch/live/?v=472602113490213&ref=watch_permalink
Temple University, Public, PA, Waiting to decide, expects a decision by the end of May, https://temple-news.com/temple-considering-plans-to-reopen-campus-in-fall-2020/
Texas A&amp;M University, Public, TX, Planning for in-person, planning for on-campus operations in the fall, https://www.tamu.edu/coronavirus/april-30-thank-you-and-plans-for-summer-fall.html
Texas Christian University, Private, TX, Planning for in-person, planning for in-person fall classes, https://www.tcu.edu/coronavirus/index.php#campus-statement-1
Texas State University system, Public, TX, Planning for in-person, plans to resume face-to-face instruction at its six campuses  including Lamar  Sam Houston State  Sul Ross State  and Texas State Universities, https://www.tsus.edu/newsroom/news-releases/release-050120-a.html
Texas Tech University, Public, TX, Planning for in-person, plans to resume in-person instruction in the fall with a phased return that could include some in-person classes in the summer, https://www.depts.ttu.edu/communications/emergency/coronavirus/update-4-29-20.php
Texas Woman's University, Public, TX, Planning for in-person, planning for in-person classes, https://twu.edu/news-events/news/twu-plans-to-resume-in-person-classes-in-fall/
Thomas Jefferson University, Private, PA, Planning for in-person, planning for on-campus fall classes, https://www.jefferson.edu/coronavirus.html#updates
Transylvania University, Private, KY, Waiting to decide, will announce fall plans in early june, https://blog.transy.edu/2020/04/message-from-interim-president-williams-to-the-transylvania-community-april-24-2020/
Trevecca Nazarene University, Private, TN, Planning for in-person, plans to resume in-person classes unless health officials recommend otherwise, https://www.trevecca.edu/offices-services/trevecca-to-welcome-students-back-to-campus-for-the-fall-2020-semester
Trine University, Private, IN, Planning for in-person, planning to reopen in the fall, https://www.trine.edu/news/2020/open-fall.aspx
Trinity University, Private, TX, Planning for in-person, planning for in-person , https://sites.google.com/trinity.edu/trinityuniversitycovid-19/community-messages/fall-semester-plans-5112020?authuser=0
Troy University, Public, AL, Planning for in-person, will return students to campus in the fall, https://www.troy.edu/coronavirus/
Tufts University, Private, MA, Considering a range of scenarios, planning a range of scenarios, https://coronavirus.tufts.edu/community-messages/04-24-20-academic-continuity-and-planning-for-fall-2020/
Tulane University, Private, LA, Planning for in-person, plans to have students on-campus for fall semester, https://president.tulane.edu/view-from-gibson/finals-and-plans-fall-heroes-helpers
Union College, Private, NY, Planning for in-person, planning for in-person, https://www.youtube.com/watch?v=YiikVDrbPpU&feature=youtu.be&utm_source=PMT+Updates&utm_campaign=6cb78e44fa-EMAIL_CAMPAIGN_2020_05_08_05_07_COPY_02&utm_medium=email&utm_term=0_8bc039f210-6cb78e44fa-491544770
Union University, Private, TN, Planning for in-person, plans to resume  face-to-face instruction in August, https://www.uu.edu/studentlife/health-services/covid-19.cfm
University of Alabama system, Public, AL, Proposing a hybrid model, We are expecting to have a fall semester at all of our universities  the president said. We understand that things could happen that make it impossible  but that’s what we are planning for at this time. Planning for in-person University of Alaska  Anchorage Public AK proposing a hybrid model, https://www.al.com/education/2020/04/university-of-alabama-planning-to-reopen-for-fall-we-fully-expect-to-have-on-campus-instruction.html; https://www.uaa.alaska.edu/news/archive/2020/04/uaa-fall-2020-plans.cshtml
University of Arizona, Public, AZ, Planning for in-person, intends to offer in-person classes in the fall, https://uanews.arizona.edu/story/president-robbins-uarizona-plans-resume-inperson-classes-fall
University of Arkansas System, Public, AR, Planning for in-person, trustees approved in-person fall instruction, https://www.arkansasonline.com/news/2020/may/05/ua-trustees-ok-campus-classes-for-fall-/
University of Bridgeport, Private, CT, Planning for in-person, planning for in-person, https://www.bridgeport.edu/covid-19/announcements
University of Buffalo, Public, NY, Considering a range of scenarios, >planning a range of scenarios, http://www.buffalo.edu/president/from-the-president/communications/Phase2.html
University of California at Berkeley, Public, CA, Proposing a hybrid model, Some or all classes will be delivered via remote instruction., https://sa.berkeley.edu/covid19/Fall2020
University of California at Davis, Public, CA, Proposing a hybrid model, proposing a hybrid model Proposing a hybrid model University of California  Los Angeles Public CA planning for in-person and online options, https://www.davisenterprise.com/local-news/uc-davis-likely-to-offer-remote-instruction-option-in-the-fall/; https://chancellor.ucla.edu/messages/planning-fall-2020-beyond/
University of California at San Diego, Public, CA, Proposing a hybrid model, intends to offer a combination of in-person and remote instruction, https://coronavirus.ucsd.edu/#current-status
University of California at Santa Cruz, Public, CA, Considering a range of scenarios, considering a range of scenarios, https://news.ucsc.edu/2020/04/information-about-fall-quarter-2020.html
University of Central Florida, Public, FL, Planning for in-person, leaning toward in-person classes, https://twitter.com/ByBerkowitz/status/1253321140803698690
University of Central Missouri, Public, MO, Planning for in-person, planning in-person fall classes, https://www.ucmo.edu/about/university-leadership/ucm-president/
University of Central Oklahoma, Public, OK, Planning for in-person, planning for in-person, https://www.uco.edu/coronavirus/
University of Charleston, Private, WV, Planning for in-person, expects campus to be open in the fall , https://www.ucwv.edu/coronavirus-information/
University of Chicago, Private, IL, Waiting to decide, plans to decide by the end of June, https://coronavirusupdates.uchicago.edu/apr-24-email-update/
University of Colorado at Boulder, Public, CO, Proposing a hybrid model, leaning toward a hybrid plan; will announce by June, https://www.colorado.edu/coronavirus; https://www.colorado.edu/chancellor/newsletter/chancellor/covid-19-update-our-planning-process-fall-2020
